opcode_hex,signed_opcode,handler,handler_code_off,branch_read_sequence,handler_direct_read_sequence,request_candidate_minus_0x7000,request_candidate_minus_0x8000
0x8137,-32457,Lo/a;->n7(Ljava/lang/String;)V,0x246da4,,0000:readByte(Ljava/lang/String;)B || 0008:readLong(Ljava/lang/String;)J || 0038:readUTF(Ljava/lang/String;)Ljava/lang/String; || 017c:readUTF(Ljava/lang/String;)Ljava/lang/String; || 0182:readUTF(Ljava/lang/String;)Ljava/lang/String; || 018a:readUTF(Ljava/lang/String;)Ljava/lang/String; || 0192:readUTF(Ljava/lang/String;)Ljava/lang/String; || 019a:readUTF(Ljava/lang/String;)Ljava/lang/String; || 01a0:readUTF(Ljava/lang/String;)Ljava/lang/String; || 01a6:readUTF(Ljava/lang/String;)Ljava/lang/String; || 01ae:readInt(Ljava/lang/String;)I || 01b6:readInt(Ljava/lang/String;)I || 01be:readInt(Ljava/lang/String;)I || 01dc:readInt(Ljava/lang/String;)I || 01e8:readInt(Ljava/lang/String;)I || 020a:readByte(Ljava/lang/String;)B || 0216:readUTF(Ljava/lang/String;)Ljava/lang/String; || 022a:readInt(Ljava/lang/String;)I || 0456:readUTF(Ljava/lang/String;)Ljava/lang/String; || 045c:readUTF(Ljava/lang/String;)Ljava/lang/String; || 0464:readUTF(Ljava/lang/String;)Ljava/lang/String; || 046c:readUTF(Ljava/lang/String;)Ljava/lang/String; || 0474:readUTF(Ljava/lang/String;)Ljava/lang/String; || 047c:readUTF(Ljava/lang/String;)Ljava/lang/String; || 0484:readByte(Ljava/lang/String;)B || 048c:readInt(Ljava/lang/String;)I || 0494:readByte(Ljava/lang/String;)B || 04ce:readInt(Ljava/lang/String;)I || 04da:readByte(Ljava/lang/String;)B || 0514:readUTF(Ljava/lang/String;)Ljava/lang/String; || 0520:readByte(Ljava/lang/String;)B || 0556:readInt(Ljava/lang/String;)I || 0562:readInt(Ljava/lang/String;)I || 0584:readByte(Ljava/lang/String;)B || 0590:readUTF(Ljava/lang/String;)Ljava/lang/String; || 05a4:readInt(Ljava/lang/String;)I || 0622:readByte(Ljava/lang/String;)B || 09b8:readUTF(Ljava/lang/String;)Ljava/lang/String; || 09be:readUTF(Ljava/lang/String;)Ljava/lang/String; || 09c6:readUTF(Ljava/lang/String;)Ljava/lang/String; || 09ce:readUTF(Ljava/lang/String;)Ljava/lang/String; || 09d6:readUTF(Ljava/lang/String;)Ljava/lang/String; || 09dc:readUTF(Ljava/lang/String;)Ljava/lang/String; || 09e4:readInt(Ljava/lang/String;)I || 09ec:readByte(Ljava/lang/String;)B || 09f4:readInt(Ljava/lang/String;)I || 09fc:readInt(Ljava/lang/String;)I || 0a04:readInt(Ljava/lang/String;)I || 0a2a:readInt(Ljava/lang/String;)I || 0a36:readInt(Ljava/lang/String;)I || 0a58:readByte(Ljava/lang/String;)B || 0a64:readUTF(Ljava/lang/String;)Ljava/lang/String; || 0a78:readInt(Ljava/lang/String;)I || 0a96:readInt(Ljava/lang/String;)I || 0ac8:readInt(Ljava/lang/String;)I || 0ad4:readInt(Ljava/lang/String;)I || 0b0a:readInt(Ljava/lang/String;)I || 0b16:readInt(Ljava/lang/String;)I || 0b38:readByte(Ljava/lang/String;)B || 0b44:readUTF(Ljava/lang/String;)Ljava/lang/String; || 0b60:readInt(Ljava/lang/String;)I || 0bcc:readInt(Ljava/lang/String;)I || 0bd4:readInt(Ljava/lang/String;)I || 0bdc:readInt(Ljava/lang/String;)I || 0be4:readInt(Ljava/lang/String;)I || 0dac:readUTF(Ljava/lang/String;)Ljava/lang/String; || 0db2:readUTF(Ljava/lang/String;)Ljava/lang/String; || 0dba:readUTF(Ljava/lang/String;)Ljava/lang/String; || 0dc2:readUTF(Ljava/lang/String;)Ljava/lang/String; || 0dca:readUTF(Ljava/lang/String;)Ljava/lang/String; || 0dd0:readUTF(Ljava/lang/String;)Ljava/lang/String; || 0dd6:readUTF(Ljava/lang/String;)Ljava/lang/String; || 0dde:readInt(Ljava/lang/String;)I || 0f56:readUTF(Ljava/lang/String;)Ljava/lang/String; || 0f5c:readUTF(Ljava/lang/String;)Ljava/lang/String; || 0f64:readUTF(Ljava/lang/String;)Ljava/lang/String; || 0f6c:readUTF(Ljava/lang/String;)Ljava/lang/String; || 0f74:readUTF(Ljava/lang/String;)Ljava/lang/String; || 0f7c:readUTF(Ljava/lang/String;)Ljava/lang/String; || 0f82:readUTF(Ljava/lang/String;)Ljava/lang/String; || 0f8a:readLong(Ljava/lang/String;)J || 0f92:readLong(Ljava/lang/String;)J || 0f9a:readLong(Ljava/lang/String;)J || 1008:readByte(Ljava/lang/String;)B,0x1137,0x0137
0x8138,-32456,Lo/a;->N7(Ljava/lang/String;)V,0x249784,,000c:readLong(Ljava/lang/String;)J || 0012:readByte(Ljava/lang/String;)B || 0048:readInt(Ljava/lang/String;)I || 006c:readInt(Ljava/lang/String;)I || 0074:readInt(Ljava/lang/String;)I || 008a:readUTF(Ljava/lang/String;)Ljava/lang/String; || 0096:readUTF(Ljava/lang/String;)Ljava/lang/String;,0x1138 di_联网数据请求@o/a->e5,0x0138
0x8139,-32455,Lo/a;->m7(Ljava/lang/String;)V,0x2455d4,,000c:readInt(Ljava/lang/String;)I || 0066:readUTF(Ljava/lang/String;)Ljava/lang/String; || 0076:readLong(Ljava/lang/String;)J || 0086:readUTF(Ljava/lang/String;)Ljava/lang/String; || 0096:readLong(Ljava/lang/String;)J || 00a6:readLong(Ljava/lang/String;)J || 00b6:readBoolean(Ljava/lang/String;)Z || 00c6:readUTF(Ljava/lang/String;)Ljava/lang/String;,0x1139,0x0139
0x813a,-32454,Lo/a;->o7(Ljava/lang/String;)V,0x2456c4,,0004:readByte(Ljava/lang/String;)B || 000c:readLong(Ljava/lang/String;)J || 003c:readUTF(Ljava/lang/String;)Ljava/lang/String; || 0192:readUTF(Ljava/lang/String;)Ljava/lang/String; || 0198:readUTF(Ljava/lang/String;)Ljava/lang/String; || 01a0:readUTF(Ljava/lang/String;)Ljava/lang/String; || 01a8:readUTF(Ljava/lang/String;)Ljava/lang/String; || 01b0:readUTF(Ljava/lang/String;)Ljava/lang/String; || 01b8:readUTF(Ljava/lang/String;)Ljava/lang/String; || 01c0:readUTF(Ljava/lang/String;)Ljava/lang/String; || 01c8:readUTF(Ljava/lang/String;)Ljava/lang/String; || 01d0:readUTF(Ljava/lang/String;)Ljava/lang/String; || 01d8:readUTF(Ljava/lang/String;)Ljava/lang/String; || 01e0:readUTF(Ljava/lang/String;)Ljava/lang/String; || 01e8:readUTF(Ljava/lang/String;)Ljava/lang/String; || 01f0:readLong(Ljava/lang/String;)J || 01f8:readLong(Ljava/lang/String;)J || 0200:readShort(Ljava/lang/String;)S || 0206:readShort(Ljava/lang/String;)S || 020e:readShort(Ljava/lang/String;)S || 0216:readInt(Ljava/lang/String;)I || 023c:readShort(Ljava/lang/String;)S || 0244:readShort(Ljava/lang/String;)S || 026a:readInt(Ljava/lang/String;)I || 02a8:readInt(Ljava/lang/String;)I || 02b0:readInt(Ljava/lang/String;)I || 02c6:readByte(Ljava/lang/String;)B || 02ce:readUTF(Ljava/lang/String;)Ljava/lang/String; || 030c:readInt(Ljava/lang/String;)I || 0334:readInt(Ljava/lang/String;)I || 0372:readInt(Ljava/lang/String;)I || 037a:readInt(Ljava/lang/String;)I || 0398:readByte(Ljava/lang/String;)B || 03a0:readUTF(Ljava/lang/String;)Ljava/lang/String; || 03de:readInt(Ljava/lang/String;)I || 0406:readShort(Ljava/lang/String;)S || 040e:readByte(Ljava/lang/String;)B || 0416:readByte(Ljava/lang/String;)B || 041e:readUTF(Ljava/lang/String;)Ljava/lang/String; || 0426:readInt(Ljava/lang/String;)I || 0440:readUTF(Ljava/lang/String;)Ljava/lang/String; || 05fa:readUTF(Ljava/lang/String;)Ljava/lang/String; || 0600:readUTF(Ljava/lang/String;)Ljava/lang/String; || 0608:readUTF(Ljava/lang/String;)Ljava/lang/String; || 0610:readUTF(Ljava/lang/String;)Ljava/lang/String; || 0618:readUTF(Ljava/lang/String;)Ljava/lang/String; || 0620:readUTF(Ljava/lang/String;)Ljava/lang/String; || 0628:readUTF(Ljava/lang/String;)Ljava/lang/String; || 0630:readUTF(Ljava/lang/String;)Ljava/lang/String; || 0658:readUTF(Ljava/lang/String;)Ljava/lang/String; || 0660:readUTF(Ljava/lang/String;)Ljava/lang/String; || 0678:readInt(Ljava/lang/String;)I || 06c2:readInt(Ljava/lang/String;)I || 06ca:readInt(Ljava/lang/String;)I || 06e4:readByte(Ljava/lang/String;)B || 06ec:readUTF(Ljava/lang/String;)Ljava/lang/String; || 072a:readInt(Ljava/lang/String;)I || 075c:readByte(Ljava/lang/String;)B || 0890:readUTF(Ljava/lang/String;)Ljava/lang/String; || 0896:readUTF(Ljava/lang/String;)Ljava/lang/String; || 089e:readUTF(Ljava/lang/String;)Ljava/lang/String; || 08a6:readUTF(Ljava/lang/String;)Ljava/lang/String; || 08ae:readUTF(Ljava/lang/String;)Ljava/lang/String; || 08b6:readUTF(Ljava/lang/String;)Ljava/lang/String; || 08be:readUTF(Ljava/lang/String;)Ljava/lang/String; || 08c6:readUTF(Ljava/lang/String;)Ljava/lang/String; || 08ce:readByte(Ljava/lang/String;)B || 08fe:readInt(Ljava/lang/String;)I || 0942:readLong(Ljava/lang/String;)J || 095a:readShort(Ljava/lang/String;)S || 0994:readInt(Ljava/lang/String;)I || 099c:readInt(Ljava/lang/String;)I || 09ba:readByte(Ljava/lang/String;)B || 09c2:readUTF(Ljava/lang/String;)Ljava/lang/String; || 09f0:readInt(Ljava/lang/String;)I || 0a22:readByte(Ljava/lang/String;)B || 0bbe:readUTF(Ljava/lang/String;)Ljava/lang/String; || 0bc4:readUTF(Ljava/lang/String;)Ljava/lang/String; || 0bcc:readUTF(Ljava/lang/String;)Ljava/lang/String; || 0bd4:readUTF(Ljava/lang/String;)Ljava/lang/String; || 0bdc:readUTF(Ljava/lang/String;)Ljava/lang/String; || 0be4:readUTF(Ljava/lang/String;)Ljava/lang/String; || 0bec:readUTF(Ljava/lang/String;)Ljava/lang/String; || 0bf4:readUTF(Ljava/lang/String;)Ljava/lang/String; || 0bfc:readByte(Ljava/lang/String;)B || 0c04:readLong(Ljava/lang/String;)J || 0c0c:readByte(Ljava/lang/String;)B || 0c4c:readUTF(Ljava/lang/String;)Ljava/lang/String; || 0c54:readUTF(Ljava/lang/String;)Ljava/lang/String; || 0c6c:readInt(Ljava/lang/String;)I || 0cb6:readInt(Ljava/lang/String;)I || 0cbe:readInt(Ljava/lang/String;)I || 0cd8:readByte(Ljava/lang/String;)B || 0ce0:readUTF(Ljava/lang/String;)Ljava/lang/String; || 0d1c:readInt(Ljava/lang/String;)I || 0ef2:readUTF(Ljava/lang/String;)Ljava/lang/String; || 0ef8:readUTF(Ljava/lang/String;)Ljava/lang/String; || 0f00:readUTF(Ljava/lang/String;)Ljava/lang/String; || 0f08:readUTF(Ljava/lang/String;)Ljava/lang/String; || 0f10:readShort(Ljava/lang/String;)S || 0f66:readShort(Ljava/lang/String;)S || 0f76:readShort(Ljava/lang/String;)S || 0fb4:readInt(Ljava/lang/String;)I || 0fc0:readInt(Ljava/lang/String;)I || 0fec:readByte(Ljava/lang/String;)B || 0ff4:readUTF(Ljava/lang/String;)Ljava/lang/String; || 1014:readInt(Ljava/lang/String;)I || 1234:readShort(Ljava/lang/String;)S || 123c:readShort(Ljava/lang/String;)S || 1252:readShort(Ljava/lang/String;)S || 125e:readShort(Ljava/lang/String;)S || 1270:readShort(Ljava/lang/String;)S || 1278:readShort(Ljava/lang/String;)S || 1280:readShort(Ljava/lang/String;)S || 1288:readInt(Ljava/lang/String;)I || 1294:readShort(Ljava/lang/String;)S || 12da:readInt(Ljava/lang/String;)I || 12e6:readLong(Ljava/lang/String;)J || 12f2:readUTF(Ljava/lang/String;)Ljava/lang/String; || 12fe:readShort(Ljava/lang/String;)S,0x113a,0x013a
0x8140,-32448,LscriptPages/game/k0;->U(Ljava/lang/String;)V,0x3ccd84,,,0x1140 (unnamed)@scriptPages/game/k0->b0; statereturn@scriptPages/game/k0->b0,0x0140
0x8142,-32446,LscriptPages/game/k0;->W(Ljava/lang/String;)V,0x3ccdfc,,0000:readByte(Ljava/lang/String;)B || 0008:readUTF(Ljava/lang/String;)Ljava/lang/String;,0x1142 reqRoleStatusSet@scriptPages/game/k0->V,0x0142
0x8144,-32444,LscriptPages/game/k0;->a0(Ljava/lang/String;)V,0x3cd024,,0006:readByte(Ljava/lang/String;)B || 0022:readUTF(Ljava/lang/String;)Ljava/lang/String; || 0030:readLong(Ljava/lang/String;)J || 003c:readLong(Ljava/lang/String;)J,0x1144 reqUseItem@scriptPages/game/k0->Z,0x0144
0x8146,-32442,LscriptPages/data/g;->a3(Ljava/lang/String;)V,0x282da0,,0000:readByte(Ljava/lang/String;)B || 0024:readByte(Ljava/lang/String;)B || 0030:readByte(Ljava/lang/String;)B || 0052:readShort(Ljava/lang/String;)S,0x1146 (unnamed)@scriptPages/game/q->S0; (unnamed)@scriptPages/game/z->U0,0x0146
0x8147,-32441,LscriptPages/gameHD/i;->a(Ljava/lang/String;)V,0x434afc,,000c:readLong(Ljava/lang/String;)J || 0014:readLong(Ljava/lang/String;)J,0x1147 REQ_GOLD_INFO@scriptPages/gameHD/i->u,0x0147
0x8148,-32440,LscriptPages/game/k0;->T(Ljava/lang/String;)V,0x3ccd0c,,0006:readByte(Ljava/lang/String;)B || 0012:readUTF(Ljava/lang/String;)Ljava/lang/String; || 001e:readUTF(Ljava/lang/String;)Ljava/lang/String;,0x1148 di_提示君主改名@scriptPages/game/k0->l0,0x0148
0x8149,-32439,LscriptPages/gameHD/k;->I(Ljava/lang/String;)V,0x44bad8,,0012:readByte(Ljava/lang/String;)B || 001e:readUTF(Ljava/lang/String;)Ljava/lang/String; || 002a:readByte(Ljava/lang/String;)B || 0030:readShort(Ljava/lang/String;)S,0x1149,0x0149
0x814a,-32438,Lo/a;->L7(Ljava/lang/String;)V,0x2496f4,,000c:readByte(Ljava/lang/String;)B || 0014:readUTF(Ljava/lang/String;)Ljava/lang/String; || 0020:readShort(Ljava/lang/String;)S || 0028:readByte(Ljava/lang/String;)B,0x114a reqReplaceSkin@o/a->T7,0x014a
0x814b,-32437,LscriptPages/game/n;->l2(Ljava/lang/String;)V,0x2ed3ac,,,0x114b tencentOpenPf@scriptPages/PageMain->runCountryExchangeTip; tencentOpenPf@scriptPages/game/n->M0,0x014b
0x814c,-32436,LscriptPages/gameHD/k;->R(Ljava/lang/String;)V,0x44c948,,0000:readLong(Ljava/lang/String;)J || 0008:readInt(Ljava/lang/String;)I,0x114c chenhaozhuanhuan@scriptPages/gameHD/k->w,0x014c
0x814d,-32435,LscriptPages/game/n;->m2(Ljava/lang/String;)V,0x2ed3cc,,0000:readLong(Ljava/lang/String;)J || 0008:readUTF(Ljava/lang/String;)Ljava/lang/String;,0x114d,0x014d
0x814e,-32434,Lo/a;->P7(Ljava/lang/String;)V,0x24986c,,000c:readByte(Ljava/lang/String;)B || 0012:readUTF(Ljava/lang/String;)Ljava/lang/String;,0x114e reqUnlockSkin@o/a->T7,0x014e
0x814f,-32433,LscriptPages/game/w;->j0(Ljava/lang/String;)V,0x34a608,,0000:readInt(Ljava/lang/String;)I || 0024:readInt(Ljava/lang/String;)I || 002c:readUTF(Ljava/lang/String;)Ljava/lang/String;,0x114f reqRoleIconAndName@scriptPages/game/j->t,0x014f
0x8150,-32432,LscriptPages/game/g0;->f(Ljava/lang/String;)V,0x3a0750,,0000:readInt(Ljava/lang/String;)I || 000c:readLong(Ljava/lang/String;)J || 0018:readLong(Ljava/lang/String;)J || 0024:readInt(Ljava/lang/String;)I || 0030:readLong(Ljava/lang/String;)J || 003c:readLong(Ljava/lang/String;)J || 0048:readShort(Ljava/lang/String;)S,0x1150 di_联网数据请求@scriptPages/game/g0->d,0x0150
0x8152,-32430,LscriptPages/game/g0;->h(Ljava/lang/String;)V,0x3a07fc,,0000:readByte(Ljava/lang/String;)B || 0008:readLong(Ljava/lang/String;)J || 0014:readLong(Ljava/lang/String;)J || 0020:readLong(Ljava/lang/String;)J || 002c:readLong(Ljava/lang/String;)J || 0038:readInt(Ljava/lang/String;)I,0x1152 reqExchange@scriptPages/game/g0->g,0x0152
0x8160,-32416,LscriptPages/game/k0;->S(Ljava/lang/String;)V,0x3ccccc,,0000:readUTF(Ljava/lang/String;)Ljava/lang/String;,0x1160 di_提示金不足扩容@scriptPages/game/k0->o0,0x0160
0x8170,-32400,LscriptPages/game/n0;->P(Ljava/lang/String;)V,0x3dc190,,0032:readByte(Ljava/lang/String;)B || 0044:readShort(Ljava/lang/String;)S || 0052:readShort(Ljava/lang/String;)S || 0064:readByte(Ljava/lang/String;)B || 0070:readLong(Ljava/lang/String;)J || 0080:readInt(Ljava/lang/String;)I || 00b2:readUTF(Ljava/lang/String;)Ljava/lang/String; || 00c6:readLong(Ljava/lang/String;)J,0x1170,0x0170
0x8172,-32398,LscriptPages/game/n0;->I(Ljava/lang/String;)V,0x3dbc78,,0072:readByte(Ljava/lang/String;)B || 0082:readShort(Ljava/lang/String;)S || 0090:readShort(Ljava/lang/String;)S || 00a2:readByte(Ljava/lang/String;)B || 015e:readLong(Ljava/lang/String;)J || 0172:readUTF(Ljava/lang/String;)Ljava/lang/String; || 0186:readShort(Ljava/lang/String;)S || 019a:readByte(Ljava/lang/String;)B || 01ae:readShort(Ljava/lang/String;)S || 01c2:readByte(Ljava/lang/String;)B || 01d6:readBoolean(Ljava/lang/String;)Z || 01ee:readShort(Ljava/lang/String;)S || 0202:readShort(Ljava/lang/String;)S || 0216:readShort(Ljava/lang/String;)S || 022a:readShort(Ljava/lang/String;)S || 023e:readShort(Ljava/lang/String;)S || 0250:readShort(Ljava/lang/String;)S || 0260:readByte(Ljava/lang/String;)B || 0274:readShort(Ljava/lang/String;)S || 0288:readShort(Ljava/lang/String;)S || 029c:readShort(Ljava/lang/String;)S || 02b0:readShort(Ljava/lang/String;)S || 02c4:readShort(Ljava/lang/String;)S,0x1172,0x0172
0x8174,-32396,LscriptPages/game/n0;->H(Ljava/lang/String;)V,0x3dbaa8,,0032:readByte(Ljava/lang/String;)B || 0044:readShort(Ljava/lang/String;)S || 0052:readShort(Ljava/lang/String;)S || 0064:readByte(Ljava/lang/String;)B || 00dc:readInt(Ljava/lang/String;)I || 00f6:readLong(Ljava/lang/String;)J || 010a:readUTF(Ljava/lang/String;)Ljava/lang/String; || 011e:readUTF(Ljava/lang/String;)Ljava/lang/String; || 0132:readByte(Ljava/lang/String;)B || 0142:readShort(Ljava/lang/String;)S || 0158:readShort(Ljava/lang/String;)S || 016e:readInt(Ljava/lang/String;)I || 0184:readInt(Ljava/lang/String;)I || 0194:readByte(Ljava/lang/String;)B,0x1174,0x0174
0x8176,-32394,LscriptPages/game/n0;->F(Ljava/lang/String;)V,0x3db954,,002a:readByte(Ljava/lang/String;)B || 003a:readShort(Ljava/lang/String;)S || 0048:readShort(Ljava/lang/String;)S || 005a:readByte(Ljava/lang/String;)B || 0094:readLong(Ljava/lang/String;)J || 00a8:readUTF(Ljava/lang/String;)Ljava/lang/String; || 00bc:readLong(Ljava/lang/String;)J,0x1176,0x0176
0x8177,-32393,LscriptPages/game/n0;->L(Ljava/lang/String;)V,0x3dc028,,002a:readByte(Ljava/lang/String;)B || 0038:readShort(Ljava/lang/String;)S || 0044:readShort(Ljava/lang/String;)S || 0056:readByte(Ljava/lang/String;)B || 0072:readLong(Ljava/lang/String;)J || 0078:readLong(Ljava/lang/String;)J || 008e:readUTF(Ljava/lang/String;)Ljava/lang/String; || 009e:readLong(Ljava/lang/String;)J,0x1177,0x0177
0x8178,-32392,LscriptPages/game/n0;->Q(Ljava/lang/String;)V,0x3dc290,,002a:readByte(Ljava/lang/String;)B || 0038:readShort(Ljava/lang/String;)S || 0044:readShort(Ljava/lang/String;)S || 0056:readByte(Ljava/lang/String;)B || 0072:readLong(Ljava/lang/String;)J || 0078:readLong(Ljava/lang/String;)J || 008e:readUTF(Ljava/lang/String;)Ljava/lang/String; || 009e:readLong(Ljava/lang/String;)J,0x1178,0x0178
0x8179,-32391,LscriptPages/game/q0;->P1(Ljava/lang/String;)V,0x401f50,,0008:readLong(Ljava/lang/String;)J || 0010:readInt(Ljava/lang/String;)I || 0020:readInt(Ljava/lang/String;)I || 004e:readLong(Ljava/lang/String;)J || 0056:readInt(Ljava/lang/String;)I || 005e:readUTF(Ljava/lang/String;)Ljava/lang/String; || 0066:readLong(Ljava/lang/String;)J,0x1179 di_请求中@scriptPages/game/q0->u0,0x0179
0x817a,-32390,LscriptPages/game/n0;->R(Ljava/lang/String;)V,0x3dc35c,,0022:readLong(Ljava/lang/String;)J || 002e:readByte(Ljava/lang/String;)B || 0034:readUTF(Ljava/lang/String;)Ljava/lang/String; || 0040:readShort(Ljava/lang/String;)S || 0048:readShort(Ljava/lang/String;)S || 0064:readByte(Ljava/lang/String;)B || 008a:readLong(Ljava/lang/String;)J || 0090:readInt(Ljava/lang/String;)I || 009a:readUTF(Ljava/lang/String;)Ljava/lang/String; || 00a6:readLong(Ljava/lang/String;)J || 00b6:readByte(Ljava/lang/String;)B || 00c0:readUTF(Ljava/lang/String;)Ljava/lang/String;,0x117a reqRankList_military@scriptPages/game/n0->N,0x017a
0x8180,-32384,LscriptPages/game/i0;->v(Ljava/lang/String;)V,0x3b6cac,,0000:readBoolean(Ljava/lang/String;)Z || 0008:readBoolean(Ljava/lang/String;)Z || 0018:readShort(Ljava/lang/String;)S || 0020:readShort(Ljava/lang/String;)S || 0028:readByte(Ljava/lang/String;)B || 0034:readShort(Ljava/lang/String;)S || 0058:readLong(Ljava/lang/String;)J || 0064:readByte(Ljava/lang/String;)B || 0070:readUTF(Ljava/lang/String;)Ljava/lang/String; || 007c:readLong(Ljava/lang/String;)J || 0088:readLong(Ljava/lang/String;)J,0x1180 reqAchievementList@scriptPages/game/i0->o,0x0180
0x8182,-32382,LscriptPages/game/i0;->s(Ljava/lang/String;)V,0x3b6820,,0000:readByte(Ljava/lang/String;)B || 0038:readLong(Ljava/lang/String;)J || 0048:readByte(Ljava/lang/String;)B || 0058:readUTF(Ljava/lang/String;)Ljava/lang/String;,0x1182,0x0182
0x8184,-32380,LscriptPages/game/i0;->u(Ljava/lang/String;)V,0x3b68e0,,0000:readByte(Ljava/lang/String;)B || 0008:readLong(Ljava/lang/String;)J || 0010:readByte(Ljava/lang/String;)B || 0022:readByte(Ljava/lang/String;)B || 002a:readLong(Ljava/lang/String;)J || 0032:readLong(Ljava/lang/String;)J || 003a:readUTF(Ljava/lang/String;)Ljava/lang/String; || 0042:readUTF(Ljava/lang/String;)Ljava/lang/String; || 004a:readLong(Ljava/lang/String;)J || 0050:readUTF(Ljava/lang/String;)Ljava/lang/String; || 0058:readUTF(Ljava/lang/String;)Ljava/lang/String;,0x1184 reqAchievementCont@scriptPages/game/i0->n,0x0184
0x8186,-32378,LscriptPages/game/i0;->z(Ljava/lang/String;)V,0x3b7660,,0000:readBoolean(Ljava/lang/String;)Z || 0008:readShort(Ljava/lang/String;)S || 0010:readLong(Ljava/lang/String;)J || 0018:readUTF(Ljava/lang/String;)Ljava/lang/String; || 0020:readShort(Ljava/lang/String;)S || 005e:readLong(Ljava/lang/String;)J || 006a:readByte(Ljava/lang/String;)B || 0076:readUTF(Ljava/lang/String;)Ljava/lang/String; || 0082:readUTF(Ljava/lang/String;)Ljava/lang/String; || 008e:readUTF(Ljava/lang/String;)Ljava/lang/String; || 009a:readUTF(Ljava/lang/String;)Ljava/lang/String; || 00a6:readBoolean(Ljava/lang/String;)Z || 00b2:readLong(Ljava/lang/String;)J || 00d2:readByte(Ljava/lang/String;)B,0x1186 reqNicknameList@scriptPages/game/i0->r,0x0186
0x8188,-32376,LscriptPages/game/i0;->w(Ljava/lang/String;)V,0x3b7110,,000e:readByte(Ljava/lang/String;)B || 0016:readUTF(Ljava/lang/String;)Ljava/lang/String; || 002e:readByte(Ljava/lang/String;)B || 0060:readLong(Ljava/lang/String;)J || 006c:readUTF(Ljava/lang/String;)Ljava/lang/String; || 0078:readLong(Ljava/lang/String;)J || 0092:readLong(Ljava/lang/String;)J,0x1188,0x0188
0x818a,-32374,LscriptPages/game/i0;->x(Ljava/lang/String;)V,0x3b74d0,,0006:readByte(Ljava/lang/String;)B || 000e:readUTF(Ljava/lang/String;)Ljava/lang/String;,0x118a reqActivationUseGold@scriptPages/game/i0->q,0x018a
0x818b,-32373,LscriptPages/game/i0;->t(Ljava/lang/String;)V,0x3b689c,,0006:readByte(Ljava/lang/String;)B || 000e:readUTF(Ljava/lang/String;)Ljava/lang/String; || 0016:readBoolean(Ljava/lang/String;)Z,0x118b di_提示改变成就隐藏状态@scriptPages/game/i0->A,0x018b
0x8190,-32368,LscriptPages/game/s0;->Y(Ljava/lang/String;)V,0x410898,,0000:readShort(Ljava/lang/String;)S || 0016:readShort(Ljava/lang/String;)S || 002c:readShort(Ljava/lang/String;)S || 0058:readLong(Ljava/lang/String;)J || 0068:readUTF(Ljava/lang/String;)Ljava/lang/String; || 0078:readShort(Ljava/lang/String;)S,0x1190 di_提示国数据@scriptPages/game/s0->G,0x0190
0x8192,-32366,LscriptPages/game/s0;->X(Ljava/lang/String;)V,0x4106e8,,0006:readShort(Ljava/lang/String;)S || 003a:readLong(Ljava/lang/String;)J || 004a:readByte(Ljava/lang/String;)B || 0056:readShort(Ljava/lang/String;)S || 00a2:readShort(Ljava/lang/String;)S || 00ba:readShort(Ljava/lang/String;)S,0x1192 reqForceMapCity@scriptPages/game/s0->Y,0x0192
0x8200,-32256,LscriptPages/game/q;->i(Ljava/lang/String;)V,0x316434,,0000:readByte(Ljava/lang/String;)B || 0008:readByte(Ljava/lang/String;)B || 000e:readLong(Ljava/lang/String;)J,0x1200,0x0200
0x8201,-32255,LscriptPages/game/q;->j(Ljava/lang/String;)V,0x316660,,0000:readByte(Ljava/lang/String;)B || 0014:readLong(Ljava/lang/String;)J,0x1201,0x0201
0x8202,-32254,LscriptPages/game/q;->r(Ljava/lang/String;)V,0x3170b0,,0000:readByte(Ljava/lang/String;)B || 0026:readLong(Ljava/lang/String;)J || 003a:readShort(Ljava/lang/String;)S,0x1202,0x0202
0x8204,-32252,LscriptPages/game/q;->b0(Ljava/lang/String;)V,0x323260,,0000:readByte(Ljava/lang/String;)B || 0026:readLong(Ljava/lang/String;)J || 003a:readShort(Ljava/lang/String;)S,0x1204 fiefItemUse@scriptPages/game/q->S,0x0204
0x8206,-32250,LscriptPages/game/q;->e(Ljava/lang/String;)V,0x3161c8,,0000:readByte(Ljava/lang/String;)B || 0026:readLong(Ljava/lang/String;)J || 003a:readByte(Ljava/lang/String;)B,0x1206,0x0206
0x8208,-32248,LscriptPages/game/q;->f(Ljava/lang/String;)V,0x3162c8,,0000:readByte(Ljava/lang/String;)B || 0026:readLong(Ljava/lang/String;)J,0x1208,0x0208
